iter	Passed	Remaining
394	9123	2425
395	9145	2401
396	9167	2378
397	9191	2355
398	9214	2332
399	9233	2308
400	9255	2285
401	9277	2261
402	9298	2238
403	9321	2214
404	9344	2191
405	9363	2167
406	9387	2144
407	9408	2121
408	9430	2098
409	9453	2075
410	9476	2052
411	9499	2028
412	9522	2006
413	9544	1982
414	9567	1959
415	9590	1936
416	9614	1913
417	9635	1890
418	9660	1867
419	9681	1844
420	9703	1820
421	9732	1798
422	9751	1775
423	9773	1751
424	9795	1728
425	9817	1705
426	9841	1682
427	9864	1659
428	9886	1636
429	9907	1612
430	9929	1589
431	9951	1566
432	9973	1543
433	9996	1520
434	10018	1497
435	10039	1473
436	10063	1450
437	10084	1427
438	10104	1404
439	10126	1380
440	10150	1358
441	10172	1334
442	10193	1311
443	10214	1288
444	10239	1265
445	10262	1242
446	10290	1220
447	10322	1198
448	10354	1176
449	10383	1153
450	10410	1131
451	10437	1108
452	10463	1085
453	10491	1062
454	10519	1040
455	10543	1017
456	10567	994
457	10594	971
458	10622	948
459	10650	926
460	10680	903
461	10708	880
462	10734	857
463	10763	835
464	10789	812
465	10819	789
466	10844	766
467	10870	743
468	10898	720
469	10922	697
470	10947	674
471	10972	650
472	10998	627
473	11020	604
474	11043	581
475	11065	557
476	11087	534
477	11109	511
478	11132	488
479	11155	464
480	11176	441
481	11197	418
482	11217	394
483	11241	371
484	11266	348
485	11287	325
486	11309	301
487	11331	278
488	11352	255
489	11375	232
490	11399	208
491	11419	185
492	11440	162
493	11464	139
494	11486	116
495	11507	92
496	11528	69
497	11552	46
498	11572	23
499	11596	0
